Census year,Block ID,CLUE small area,Seating type,Number of seats,Longitude,Latitude
2008,33,Melbourne (CBD),Seats - Outdoor,6,144.9605225,-37.81642893
2011,56,Melbourne (CBD),Seats - Indoor,150,144.9676888,-37.81267583
2005,22,Melbourne (CBD),Seats - Indoor,180,144.958128,-37.81854014
2016,815,Southbank,Seats - Indoor,19,144.9592059,-37.82620253
2012,1108,Docklands,Seats - Indoor,72,144.9458306,-37.82104435
2013,428,West Melbourne (Residential),Seats - Indoor,20,144.9460676,-37.80936191
2023,232,Carlton,Seats - Indoor,66,144.9748066,-37.7963885
2009,206,Carlton,Seats - Indoor,100,144.9667173,-37.80018973
2003,101,West Melbourne (Residential),Seats - Outdoor,6,144.9509553,-37.81132737
2011,33,Melbourne (CBD),Seats - Outdoor,6,144.9605225,-37.81642893
2009,239,Carlton,Seats - Outdoor,12,144.9583287,-37.80169537
2005,441,West Melbourne (Residential),Seats - Indoor,104,144.9491657,-37.8096538
2011,254,Carlton,Seats - Outdoor,12,144.9660241,-37.80415049
2014,1104,Docklands,Seats - Outdoor,12,144.9479753,-37.81925128
2012,1105,Docklands,Seats - Indoor,56,144.9489519,-37.81914692
2002,906,Parkville,Seats - Indoor,60,144.9585721,-37.78493032
2004,76,Melbourne (CBD),Seats - Outdoor,66,144.9657128,-37.81065936
2010,76,Melbourne (CBD),Seats - Indoor,56,144.9657034,-37.810658
2012,931,Parkville,Seats - Indoor,16,144.947632,-37.78541878
2003,266,Carlton,Seats - Indoor,56,144.965648,-37.80674085
2012,226,Carlton,Seats - Outdoor,12,144.9711231,-37.79553609
2006,740,Southbank,Seats - Indoor,30,144.9638715,-37.82865158
2005,26,Melbourne (CBD),Seats - Outdoor,40,144.9674398,-37.8158491
2019,1108,Docklands,Seats - Outdoor,18,144.9458305,-37.821044
2015,2530,Kensington,Seats - Outdoor,81,144.9323559,-37.78860982
2021,414,West Melbourne (Residential),Seats - Indoor,70,144.9453528,-37.8068965
2013,801,Southbank,Seats - Indoor,50,144.9633758,-37.82092509
2015,12,Melbourne (CBD),Seats - Indoor,110,144.9591876,-37.8192157
2020,812,Southbank,Seats - Indoor,30,144.9651132,-37.8225552
2016,1109,Docklands,Seats - Outdoor,16,144.9390179,-37.81516472
2016,23,Melbourne (CBD),Seats - Indoor,40,144.9611226,-37.81745812
2016,804,Southbank,Seats - Indoor,50,144.9531127,-37.82549392
2012,23,Melbourne (CBD),Seats - Indoor,20,144.9598766,-37.81797777
2012,83,Melbourne (CBD),Seats - Outdoor,100,144.9573609,-37.81209046
2020,270,Parkville,Seats - Indoor,30,144.9612585,-37.79738769
2004,618,East Melbourne,Seats - Indoor,60,144.9843119,-37.81583771
2023,31,Melbourne (CBD),Seats - Indoor,24,144.9543659,-37.81818484
2008,246,Carlton,Seats - Outdoor,16,144.9656841,-37.80080712
2011,746,Southbank,Seats - Outdoor,60,144.9662961,-37.83070462
2007,11,Melbourne (CBD),Seats - Outdoor,12,144.9566112,-37.81988622
2010,1110,Docklands,Seats - Outdoor,32,144.9378298,-37.81315034
2024,84,Melbourne (CBD),Seats - Indoor,26,144.9602803,-37.81158232
2024,502,West Melbourne (Industrial),Seats - Indoor,45,144.9165074,-37.80087212
2014,58,Melbourne (CBD),Seats - Indoor,60,144.9719903,-37.81074304
2011,56,Melbourne (CBD),Seats - Indoor,70,144.9667375,-37.81291317
2012,252,Carlton,Seats - Indoor,25,144.9666993,-37.80443778
2022,246,Carlton,Seats - Outdoor,10,144.9657698,-37.80081687
2021,1108,Docklands,Seats - Indoor,24,144.9450469,-37.82100104
2018,74,Melbourne (CBD),Seats - Outdoor,10,144.9603411,-37.81187439
2009,724,Melbourne (Remainder),Seats - Indoor,200,144.9809489,-37.84736376
2011,27,Melbourne (CBD),Seats - Indoor,38,144.9707498,-37.81492031
2014,1103,Docklands,Seats - Indoor,90,144.9458827,-37.81566514
2008,131,Docklands,Seats - Indoor,290,144.9549999,-37.82265656
2011,223,Carlton,Seats - Indoor,20,144.9711972,-37.79777838
2004,559,Kensington,Seats - Outdoor,10,144.9194549,-37.79170926
2013,93,Melbourne (CBD),Seats - Indoor,100,144.9566886,-37.81146268
2023,303,North Melbourne,Seats - Indoor,58,144.946696,-37.79358681
2013,760,Melbourne (Remainder),Seats - Indoor,32,144.978556,-37.84188091
2009,356,North Melbourne,Seats - Outdoor,6,144.952777,-37.80357227
2003,35,Melbourne (CBD),Seats - Indoor,450,144.9656671,-37.8154209
2018,1112,Docklands,Seats - Indoor,24,144.9525486,-37.82290353
2017,11,Melbourne (CBD),Seats - Indoor,250,144.9571505,-37.820166
2015,47,Melbourne (CBD),Seats - Indoor,80,144.9690422,-37.81278439
2016,33,Melbourne (CBD),Seats - Outdoor,36,144.9603508,-37.81631229
2020,773,Docklands,Seats - Outdoor,27,144.9435506,-37.82438864
2011,1108,Docklands,Seats - Indoor,40,144.9458159,-37.82204769
2003,812,Southbank,Seats - Indoor,50,144.9651226,-37.82255652
2024,1110,Docklands,Seats - Indoor,163,144.936752,-37.81174852
2009,432,West Melbourne (Residential),Seats - Indoor,16,144.9524041,-37.80751845
2012,67,Melbourne (CBD),Seats - Outdoor,4,144.9681529,-37.81081665
2017,441,West Melbourne (Residential),Seats - Outdoor,12,144.9492503,-37.80956913
2011,232,Carlton,Seats - Indoor,80,144.9748067,-37.79638849
2010,612,East Melbourne,Seats - Outdoor,15,144.9881385,-37.81042804
2002,66,Melbourne (CBD),Seats - Indoor,130,144.9653685,-37.81218587
2023,35,Melbourne (CBD),Seats - Indoor,37,144.9641733,-37.81573222
2021,114,Melbourne (CBD),Seats - Outdoor,23,144.9599695,-37.807983
2019,11,Melbourne (CBD),Seats - Indoor,8,144.9566017,-37.81988484
2007,31,Melbourne (CBD),Seats - Indoor,28,144.95436,-37.81867684
2008,78,Melbourne (CBD),Seats - Indoor,14,144.9707325,-37.8091842
2012,607,East Melbourne,Seats - Indoor,30,144.98763,-37.81638646
2004,64,Melbourne (CBD),Seats - Indoor,60,144.9612024,-37.81283442
2018,2392,North Melbourne,Seats - Indoor,18,144.9414027,-37.79501722
2013,435,West Melbourne (Residential),Seats - Outdoor,8,144.9554234,-37.80718433
2005,434,West Melbourne (Residential),Seats - Outdoor,4,144.9539692,-37.80587338
2015,206,Carlton,Seats - Outdoor,50,144.9667269,-37.79886072
2013,1,Melbourne (CBD),Seats - Indoor,16,144.9558649,-37.82113126
2012,57,Melbourne (CBD),Seats - Indoor,70,144.96934,-37.81146226
2011,427,West Melbourne (Residential),Seats - Indoor,40,144.9477871,-37.80811106
2013,660,Melbourne (Remainder),Seats - Outdoor,24,144.9823853,-37.82487816
2017,752,Southbank,Seats - Indoor,80,144.9682264,-37.82094188
2013,217,Carlton,Seats - Outdoor,22,144.9685856,-37.79858383
2024,748,Southbank,Seats - Outdoor,62,144.9693921,-37.82956555
2005,931,Parkville,Seats - Outdoor,16,144.9476414,-37.7854203
2015,6,Melbourne (CBD),Seats - Outdoor,66,144.9699175,-37.81784465
2022,16,Melbourne (CBD),Seats - Indoor,120,144.9692478,-37.81598754
2003,710,Melbourne (Remainder),Seats - Outdoor,16,144.9759515,-37.83587197
2023,115,Melbourne (CBD),Seats - Indoor,57,144.9618657,-37.80689662
2016,35,Melbourne (CBD),Seats - Indoor,48,144.9649241,-37.8153724
2016,731,Southbank,Seats - Outdoor,40,144.9578866,-37.8283325
2017,17,Melbourne (CBD),Seats - Indoor,12,144.9720412,-37.81584246
2022,17,Melbourne (CBD),Seats - Indoor,169,144.9705132,-37.81567009
2022,115,Melbourne (CBD),Seats - Outdoor,70,144.9616126,-37.80752292
2012,18,Melbourne (CBD),Seats - Indoor,70,144.9741019,-37.81454561
2004,22,Melbourne (CBD),Seats - Indoor,70,144.9589332,-37.81817861
2005,212,Carlton,Seats - Indoor,40,144.9686625,-37.79271633
2021,915,Parkville,Seats - Indoor,120,144.9575345,-37.79554181
2024,655,East Melbourne,Seats - Indoor,53,144.9782701,-37.81796562
2022,2524,Kensington,Seats - Outdoor,33,144.9299933,-37.79392952
2016,732,Southbank,Seats - Indoor,25,144.9590553,-37.82717093
2019,22,Melbourne (CBD),Seats - Indoor,10,144.9581185,-37.81853877
2017,1109,Docklands,Seats - Indoor,130,144.9436836,-37.81389091
2020,245,Carlton,Seats - Indoor,28,144.9643119,-37.80188571
2011,38,Melbourne (CBD),Seats - Indoor,20,144.9731836,-37.81260039
2018,66,Melbourne (CBD),Seats - Indoor,70,144.9661302,-37.81188094
2022,931,Parkville,Seats - Outdoor,54,144.9514384,-37.78428795
2020,1109,Docklands,Seats - Outdoor,6,144.9429897,-37.81354367
2007,257,Carlton,Seats - Indoor,45,144.9617088,-37.80322509
2020,82,Melbourne (CBD),Seats - Indoor,40,144.955573,-37.81290439
2008,6,Melbourne (CBD),Seats - Indoor,93,144.9699176,-37.81784479
2023,1112,Docklands,Seats - Indoor,24,144.9525485,-37.82290352
2015,105,Melbourne (CBD),Seats - Indoor,102,144.9617628,-37.80816923
2021,85,Melbourne (CBD),Seats - Indoor,8,144.9630189,-37.81073332
2020,547,Kensington,Seats - Indoor,60,144.9256097,-37.79223674
2007,217,Carlton,Seats - Outdoor,19,144.9687173,-37.79750718
2009,114,Melbourne (CBD),Seats - Outdoor,12,144.9597917,-37.80760291
2013,97,Melbourne (CBD),Seats - Outdoor,15,144.9680267,-37.8078604
2002,915,Parkville,Seats - Indoor,118,144.957544,-37.79554327
2017,54,Melbourne (CBD),Seats - Indoor,45,144.9618462,-37.81381239
2008,254,Carlton,Seats - Indoor,96,144.9659744,-37.80449163
2007,54,Melbourne (CBD),Seats - Outdoor,31,144.9617657,-37.81416491
2011,613,East Melbourne,Seats - Indoor,24,144.9856254,-37.81004657
2002,252,Carlton,Seats - Indoor,30,144.9667086,-37.80443926
2010,217,Carlton,Seats - Indoor,112,144.9678378,-37.79850638
2018,92,West Melbourne (Residential),Seats - Indoor,110,144.9544344,-37.81045572
2007,1109,Docklands,Seats - Indoor,280,144.9390179,-37.81516472
2013,58,Melbourne (CBD),Seats - Outdoor,34,144.9706454,-37.81121462
2010,57,Melbourne (CBD),Seats - Indoor,380,144.9688573,-37.81199769
2004,26,Melbourne (CBD),Seats - Indoor,30,144.9687647,-37.81543311
2022,344,North Melbourne,Seats - Indoor,16,144.9474357,-37.80457918
2005,753,Southbank,Seats - Outdoor,150,144.9662825,-37.8206646
2016,804,Southbank,Seats - Outdoor,24,144.9531127,-37.82549392
2010,1109,Docklands,Seats - Outdoor,40,144.9412614,-37.81460533
2019,1108,Docklands,Seats - Indoor,65,144.9429888,-37.81938143
2013,904,Parkville,Seats - Indoor,70,144.9586811,-37.78398214
2024,739,Southbank,Seats - Outdoor,80,144.9678777,-37.82413111
2016,809,Southbank,Seats - Outdoor,24,144.9612443,-37.82587002
2023,751,Southbank,Seats - Indoor,30,144.9693197,-37.82456191
2022,503,Kensington,Seats - Indoor,30,144.9303643,-37.79956857
2021,81,Melbourne (CBD),Seats - Indoor,150,144.9528962,-37.81327283
2014,861,South Yarra,Seats - Outdoor,42,144.9816996,-37.83431735
2002,270,Parkville,Seats - Indoor,20,144.9612563,-37.79739955
2010,12,Melbourne (CBD),Seats - Indoor,22,144.957466,-37.81952934
2023,524,Kensington,Seats - Indoor,70,144.9292429,-37.79454041
2024,264,Carlton,Seats - Indoor,12,144.961948,-37.80568588
2009,245,Carlton,Seats - Indoor,36,144.9651037,-37.80077102
2019,724,Melbourne (Remainder),Seats - Indoor,81,144.9802844,-37.84659007
2011,618,East Melbourne,Seats - Indoor,72,144.9843025,-37.81583642
2014,245,Carlton,Seats - Indoor,36,144.9651037,-37.80077102
2013,113,Melbourne (CBD),Seats - Indoor,12,144.9572395,-37.80745984
2018,203,Carlton,Seats - Indoor,45,144.9655339,-37.79670704
2015,931,Parkville,Seats - Outdoor,20,144.9495471,-37.79372054
2008,97,Melbourne (CBD),Seats - Indoor,165,144.9680267,-37.8078604
2008,239,Carlton,Seats - Indoor,4,144.9580246,-37.80033364
2014,87,Melbourne (CBD),Seats - Indoor,44,144.9684259,-37.80864972
2005,327,North Melbourne,Seats - Indoor,12,144.9465164,-37.79872945
2011,245,Carlton,Seats - Outdoor,10,144.9643119,-37.80188571
2022,217,Carlton,Seats - Outdoor,86,144.9678378,-37.79850638
2015,17,Melbourne (CBD),Seats - Indoor,90,144.9704304,-37.81629562
2014,759,Melbourne (Remainder),Seats - Outdoor,40,144.9780119,-37.84040713
2006,345,North Melbourne,Seats - Indoor,56,144.9489163,-37.80414282
2014,25,Melbourne (CBD),Seats - Indoor,7,144.9663304,-37.81584477
2014,646,East Melbourne,Seats - Outdoor,33,144.9781229,-37.80904405
2019,46,Melbourne (CBD),Seats - Indoor,18,144.9665978,-37.81376503
2013,217,Carlton,Seats - Indoor,180,144.9687079,-37.79750574
2020,114,Melbourne (CBD),Seats - Outdoor,64,144.9595526,-37.80735265
2013,424,West Melbourne (Residential),Seats - Indoor,54,144.9519704,-37.80566937
2018,659,Melbourne (Remainder),Seats - Indoor,120,144.9803381,-37.82179835
2017,571,Kensington,Seats - Indoor,130,144.9155212,-37.78257294
2020,25,Melbourne (CBD),Seats - Indoor,6,144.9659624,-37.81649503
2009,38,Melbourne (CBD),Seats - Outdoor,16,144.9732575,-37.81314231
2004,361,North Melbourne,Seats - Indoor,150,144.9581359,-37.80591579
2010,27,Melbourne (CBD),Seats - Indoor,80,144.9700073,-37.81473508
2016,22,Melbourne (CBD),Seats - Indoor,30,144.9575604,-37.81866398
2024,216,Carlton,Seats - Outdoor,22,144.969295,-37.79757961
2012,656,East Melbourne,Seats - Indoor,41,144.9799837,-37.81680765
2024,658,East Melbourne,Seats - Outdoor,175,144.9832828,-37.81992883
2019,747,Southbank,Seats - Indoor,85,144.9679591,-37.82998247
2022,358,North Melbourne,Seats - Outdoor,40,144.9559532,-37.80395471
2002,95,Melbourne (CBD),Seats - Indoor,34,144.9613433,-37.80933868
2003,931,Parkville,Seats - Outdoor,16,144.9476414,-37.7854203
2021,52,Melbourne (CBD),Seats - Outdoor,16,144.9573923,-37.81531863
2014,1109,Docklands,Seats - Outdoor,80,144.9412614,-37.81460533
2005,65,Melbourne (CBD),Seats - Indoor,80,144.963137,-37.81292572
2013,931,Parkville,Seats - Outdoor,50,144.9501914,-37.79382016
2024,84,Melbourne (CBD),Seats - Outdoor,6,144.9609484,-37.81131628
2022,929,Parkville,Seats - Outdoor,12,144.9449961,-37.77749378
2024,113,Melbourne (CBD),Seats - Indoor,12,144.9572055,-37.80765748
2024,852,Melbourne (Remainder),Seats - Indoor,200,144.9803724,-37.83016975
2016,655,East Melbourne,Seats - Indoor,42,144.9763456,-37.81660854
2017,46,Melbourne (CBD),Seats - Indoor,8,144.9679684,-37.81310923
2018,570,Kensington,Seats - Indoor,3660,144.9127653,-37.78908157
2005,12,Melbourne (CBD),Seats - Outdoor,18,144.9581095,-37.81937029
2017,2,Melbourne (CBD),Seats - Indoor,164,144.9589895,-37.8204728
2011,266,Carlton,Seats - Indoor,38,144.9654212,-37.80670799
2010,104,Melbourne (CBD),Seats - Outdoor,16,144.9585116,-37.80897918
2021,377,North Melbourne,Seats - Outdoor,60,144.954319,-37.79972971
2020,113,Melbourne (CBD),Seats - Indoor,14,144.9572055,-37.80765748
2008,644,East Melbourne,Seats - Outdoor,26,144.9746801,-37.80907046
2008,752,Southbank,Seats - Indoor,300,144.9682289,-37.82094466
2008,26,Melbourne (CBD),Seats - Indoor,130,144.9674304,-37.81584777
2016,524,Kensington,Seats - Outdoor,4,144.9294544,-37.79458275
2011,760,Melbourne (Remainder),Seats - Outdoor,60,144.978556,-37.84188091
2017,2385,North Melbourne,Seats - Indoor,150,144.937872,-37.7916558
2023,1102,Docklands,Seats - Indoor,54,144.9453402,-37.81453857
2007,618,East Melbourne,Seats - Indoor,72,144.9843119,-37.81583771
2015,1110,Docklands,Seats - Outdoor,50,144.9378299,-37.81315031
2003,72,Melbourne (CBD),Seats - Indoor,60,144.9560264,-37.81347798
2017,271,Parkville,Seats - Indoor,24,144.9605953,-37.79301958
2018,748,Southbank,Seats - Outdoor,12,144.9702153,-37.82981139
2019,1109,Docklands,Seats - Indoor,50,144.9401994,-37.81427742
2019,434,West Melbourne (Residential),Seats - Indoor,45,144.954241,-37.80592219
2024,85,Melbourne (CBD),Seats - Indoor,4,144.9620613,-37.81084464
2009,206,Carlton,Seats - Outdoor,20,144.9666464,-37.80043187
2022,356,North Melbourne,Seats - Indoor,55,144.9536961,-37.80409478
2017,1007,West Melbourne (Industrial),Seats - Indoor,3,144.9223483,-37.81121063
2017,815,Southbank,Seats - Indoor,5,144.9591311,-37.8263228
2018,56,Melbourne (CBD),Seats - Indoor,120,144.9674041,-37.81199729
2007,76,Melbourne (CBD),Seats - Outdoor,6,144.9657128,-37.81065936
2015,28,Melbourne (CBD),Seats - Outdoor,13,144.9726281,-37.81430616
2016,38,Melbourne (CBD),Seats - Indoor,32,144.973193,-37.81260172
2014,2385,North Melbourne,Seats - Indoor,150,144.937872,-37.7916558
2020,738,Southbank,Seats - Indoor,36,144.9664984,-37.82398812
2006,1103,Docklands,Seats - Outdoor,80,144.9458922,-37.81566654
2013,206,Carlton,Seats - Outdoor,56,144.9668382,-37.79947744
2010,559,Kensington,Seats - Indoor,30,144.9163636,-37.79387621
2020,33,Melbourne (CBD),Seats - Outdoor,20,144.9597623,-37.81703239
2015,67,Melbourne (CBD),Seats - Indoor,40,144.9679947,-37.81132789
2017,36,Melbourne (CBD),Seats - Indoor,41,144.968181,-37.81419714
2016,802,Southbank,Seats - Indoor,28,144.9621634,-37.82167968
2020,14,Melbourne (CBD),Seats - Indoor,85,144.963576,-37.8182001
2007,42,Melbourne (CBD),Seats - Outdoor,12,144.9578227,-37.81636671
2019,1110,Docklands,Seats - Indoor,76,144.9378573,-37.81317061
2014,520,Kensington,Seats - Outdoor,24,144.9274102,-37.79735385
2007,1006,West Melbourne (Industrial),Seats - Indoor,37,144.9307603,-37.80811626
2004,334,North Melbourne,Seats - Outdoor,8,144.9448044,-37.80234719
2019,16,Melbourne (CBD),Seats - Indoor,60,144.9690862,-37.81670922
2013,773,Docklands,Seats - Indoor,80,144.943945,-37.82459351
2019,724,Melbourne (Remainder),Seats - Indoor,34,144.9798191,-37.8455379
2015,786,Port Melbourne,Seats - Indoor,16,144.920988,-37.82600955
2024,809,Southbank,Seats - Outdoor,18,144.9612373,-37.82577603
2017,65,Melbourne (CBD),Seats - Indoor,140,144.9638386,-37.812452
2002,746,Southbank,Seats - Outdoor,30,144.9663055,-37.83070593
2011,265,Carlton,Seats - Indoor,320,144.964176,-37.8064973
2016,773,Docklands,Seats - Indoor,12,144.939262,-37.82285612
2006,525,Kensington,Seats - Indoor,130,144.9283647,-37.79442258
2008,223,Carlton,Seats - Indoor,60,144.9710582,-37.79776853
2024,804,Southbank,Seats - Indoor,110,144.9503336,-37.82409302
2023,115,Melbourne (CBD),Seats - Indoor,47,144.9606245,-37.80783746
2019,434,West Melbourne (Residential),Seats - Outdoor,9,144.954241,-37.80592219
2004,38,Melbourne (CBD),Seats - Outdoor,8,144.9730331,-37.81280835
2014,559,Kensington,Seats - Indoor,30,144.9194456,-37.79170781
2019,357,North Melbourne,Seats - Indoor,28,144.9539606,-37.80542264
2021,43,Melbourne (CBD),Seats - Indoor,80,144.9589392,-37.81595642
2010,724,Melbourne (Remainder),Seats - Indoor,34,144.9798191,-37.8455379
2015,78,Melbourne (CBD),Seats - Indoor,13,144.9707325,-37.8091842
2017,435,West Melbourne (Residential),Seats - Outdoor,24,144.9555843,-37.80619737
2019,929,Parkville,Seats - Outdoor,10,144.9479354,-37.77810281
2020,710,Melbourne (Remainder),Seats - Outdoor,13,144.9757194,-37.83548357
2004,84,Melbourne (CBD),Seats - Indoor,20,144.9609679,-37.81071011
2013,76,Melbourne (CBD),Seats - Indoor,40,144.9657034,-37.810658
2017,619,East Melbourne,Seats - Indoor,50,144.9804557,-37.81296163
2019,217,Carlton,Seats - Indoor,125,144.9677565,-37.79763393
2013,37,Melbourne (CBD),Seats - Outdoor,20,144.9699104,-37.81401267
2005,85,Melbourne (CBD),Seats - Indoor,104,144.9630076,-37.81076333
2006,651,East Melbourne,Seats - Outdoor,54,144.975755,-37.81162455
2019,802,Southbank,Seats - Indoor,40,144.962154,-37.82167834
2021,87,Melbourne (CBD),Seats - Outdoor,12,144.9687718,-37.80881313
2018,72,Melbourne (CBD),Seats - Indoor,72,144.9563971,-37.81311232
2017,76,Melbourne (CBD),Seats - Indoor,70,144.9657034,-37.810658
2023,618,East Melbourne,Seats - Indoor,51,144.9848341,-37.81608793
2024,226,Carlton,Seats - Outdoor,20,144.9711405,-37.79543507
2010,790,Port Melbourne,Seats - Indoor,24,144.9095599,-37.82673492
2022,52,Melbourne (CBD),Seats - Outdoor,20,144.9573923,-37.81531863
2018,228,Carlton,Seats - Outdoor,20,144.9733817,-37.79303229
2014,861,South Yarra,Seats - Indoor,100,144.9819451,-37.83430009
2020,513,Kensington,Seats - Indoor,12,144.9324915,-37.79496478
2021,931,Parkville,Seats - Outdoor,55,144.9514384,-37.78428795
2015,257,Carlton,Seats - Indoor,10,144.961131,-37.80239894
2007,84,Melbourne (CBD),Seats - Outdoor,8,144.9612176,-37.81067573
2002,360,North Melbourne,Seats - Indoor,60,144.9564694,-37.80520079
2013,802,Southbank,Seats - Indoor,20,144.962154,-37.82167834
2023,710,Melbourne (Remainder),Seats - Outdoor,20,144.9762096,-37.836275
2021,18,Melbourne (CBD),Seats - Indoor,18,144.9722399,-37.81514512
2021,808,Southbank,Seats - Indoor,25,144.9612916,-37.82386992
2016,369,North Melbourne,Seats - Outdoor,4,144.9501089,-37.80221652
2019,1101,Docklands,Seats - Indoor,12,144.9523393,-37.81815358
2019,104,Melbourne (CBD),Seats - Outdoor,10,144.9585116,-37.80897917
2022,801,Southbank,Seats - Indoor,20,144.9638287,-37.82082512
2022,22,Melbourne (CBD),Seats - Indoor,10,144.9581185,-37.81853877
2016,15,Melbourne (CBD),Seats - Indoor,13,144.9663122,-37.81686107
2002,14,Melbourne (CBD),Seats - Indoor,20,144.9637332,-37.81771613
2017,17,Melbourne (CBD),Seats - Outdoor,15,144.9717262,-37.81546152
2012,731,Southbank,Seats - Outdoor,40,144.9578752,-37.82832652
2007,428,West Melbourne (Residential),Seats - Outdoor,20,144.9460771,-37.80936332
2018,2392,North Melbourne,Seats - Indoor,5,144.9414027,-37.79501722
