Census year,Block ID,CLUE small area,Seating type,Number of seats,Longitude,Latitude
2003,915,Parkville,Seats - Outdoor,25,144.9575608,-37.79539794
2011,790,Port Melbourne,Seats - Indoor,74,144.9063359,-37.82797655
2005,658,East Melbourne,Seats - Indoor,250,144.9858398,-37.82043869
2023,785,Port Melbourne,Seats - Outdoor,90,144.9052382,-37.82481657
2024,52,Melbourne (CBD),Seats - Indoor,12,144.9573923,-37.81531863
2019,33,Melbourne (CBD),Seats - Outdoor,16,144.9597623,-37.81703239
2023,790,Port Melbourne,Seats - Outdoor,12,144.9105858,-37.82634273
2024,733,Southbank,Seats - Indoor,72,144.9582244,-37.8271138
2010,1006,West Melbourne (Industrial),Seats - Outdoor,51,144.9232746,-37.80663942
2015,906,Parkville,Seats - Indoor,20,144.9585626,-37.7849288
2010,42,Melbourne (CBD),Seats - Indoor,14,144.957088,-37.81686865
2021,12,Melbourne (CBD),Seats - Indoor,50,144.9582721,-37.81974184
2011,58,Melbourne (CBD),Seats - Outdoor,56,144.972676,-37.8112003
2015,753,Southbank,Seats - Indoor,50,144.9662623,-37.82066923
2016,265,Carlton,Seats - Indoor,26,144.9642885,-37.80544003
2006,870,Melbourne (Remainder),Seats - Outdoor,112,144.9826734,-37.8463373
2005,243,Carlton,Seats - Outdoor,10,144.9636517,-37.80062153
2021,1103,Docklands,Seats - Outdoor,20,144.9475368,-37.81486994
2023,658,East Melbourne,Seats - Outdoor,175,144.9832828,-37.81992883
2010,1109,Docklands,Seats - Indoor,150,144.939019,-37.81518267
2018,360,North Melbourne,Seats - Indoor,80,144.9564599,-37.80519938
2023,441,West Melbourne (Residential),Seats - Indoor,30,144.948451,-37.81025507
2017,747,Southbank,Seats - Outdoor,8,144.9679591,-37.82998247
2017,225,Carlton,Seats - Indoor,50,144.9710405,-37.7960463
2012,240,Carlton,Seats - Outdoor,16,144.9592355,-37.80185711
2018,731,Southbank,Seats - Outdoor,40,144.9578749,-37.82832676
2006,338,North Melbourne,Seats - Indoor,6,144.941826,-37.80328671
2015,34,Melbourne (CBD),Seats - Outdoor,6,144.9624392,-37.81585501
2024,377,North Melbourne,Seats - Outdoor,60,144.954319,-37.7997297
2017,812,Southbank,Seats - Indoor,50,144.9651132,-37.8225552
2023,34,Melbourne (CBD),Seats - Indoor,64,144.962689,-37.81601764
2017,931,Parkville,Seats - Outdoor,20,144.9495471,-37.79372054
2008,57,Melbourne (CBD),Seats - Outdoor,20,144.9697778,-37.81170307
2008,53,Melbourne (CBD),Seats - Outdoor,30,144.9580871,-37.81476776
2012,724,Melbourne (Remainder),Seats - Outdoor,40,144.9803782,-37.84685298
2012,513,Kensington,Seats - Outdoor,12,144.9315233,-37.79484451
2016,97,Melbourne (CBD),Seats - Indoor,45,144.966467,-37.80822514
2013,51,Melbourne (CBD),Seats - Indoor,54,144.9552051,-37.81596556
2023,720,Melbourne (Remainder),Seats - Indoor,6,144.9771931,-37.83854242
2005,357,North Melbourne,Seats - Indoor,35,144.9543241,-37.80378899
2018,906,Parkville,Seats - Indoor,35,144.9585626,-37.7849288
2018,2392,North Melbourne,Seats - Outdoor,4,144.9414027,-37.79501722
2024,68,Melbourne (CBD),Seats - Outdoor,20,144.9714138,-37.81033978
2013,802,Southbank,Seats - Indoor,84,144.9622689,-37.82266873
2007,354,North Melbourne,Seats - Outdoor,10,144.9495784,-37.80483398
2020,651,East Melbourne,Seats - Indoor,70,144.9757456,-37.81162322
2016,219,Carlton,Seats - Indoor,100,144.9698904,-37.7991853
2003,66,Melbourne (CBD),Seats - Indoor,60,144.9658582,-37.81223082
2011,33,Melbourne (CBD),Seats - Indoor,20,144.9603969,-37.81629333
2019,788,Port Melbourne,Seats - Indoor,64,144.918605,-37.8310487
2017,720,Melbourne (Remainder),Seats - Indoor,6,144.9771931,-37.83854243
2013,105,Melbourne (CBD),Seats - Indoor,140,144.9629753,-37.80844509
2017,409,West Melbourne (Residential),Seats - Indoor,24,144.9421307,-37.80592001
2017,245,Carlton,Seats - Indoor,74,144.9643119,-37.80188571
2013,6,Melbourne (CBD),Seats - Outdoor,250,144.9699176,-37.81784479
2007,56,Melbourne (CBD),Seats - Indoor,30,144.9663046,-37.81272181
2004,1108,Docklands,Seats - Indoor,35,144.9449797,-37.81903793
2010,32,Melbourne (CBD),Seats - Outdoor,16,144.9574732,-37.81753383
2021,1108,Docklands,Seats - Outdoor,34,144.943969,-37.81927362
2011,114,Melbourne (CBD),Seats - Outdoor,8,144.9600075,-37.80806541
2010,655,East Melbourne,Seats - Outdoor,15,144.9782701,-37.81796562
2016,17,Melbourne (CBD),Seats - Indoor,53,144.9701679,-37.81573669
2014,42,Melbourne (CBD),Seats - Outdoor,8,144.956774,-37.81695942
2024,1105,Docklands,Seats - Indoor,4,144.9518084,-37.820697
2015,803,Southbank,Seats - Outdoor,40,144.9586604,-37.82312164
2013,52,Melbourne (CBD),Seats - Outdoor,22,144.9556966,-37.8156735
2014,78,Melbourne (CBD),Seats - Indoor,71,144.9707325,-37.8091842
2019,655,East Melbourne,Seats - Outdoor,15,144.9782701,-37.81796562
2023,615,East Melbourne,Seats - Indoor,15,144.9841619,-37.81229599
2018,748,Southbank,Seats - Outdoor,4,144.9702153,-37.82981139
2022,56,Melbourne (CBD),Seats - Indoor,140,144.967177,-37.81265943
2011,270,Parkville,Seats - Outdoor,8,144.9612468,-37.79739811
2016,759,Melbourne (Remainder),Seats - Outdoor,28,144.9780214,-37.84040849
2008,95,Melbourne (CBD),Seats - Indoor,24,144.9629471,-37.80909157
2017,84,Melbourne (CBD),Seats - Indoor,90,144.9609484,-37.81131629
2015,929,Parkville,Seats - Outdoor,10,144.9479354,-37.77810275
2002,801,Southbank,Seats - Indoor,100,144.9638381,-37.82082646
2015,434,West Melbourne (Residential),Seats - Indoor,30,144.9547681,-37.8059984
2006,362,North Melbourne,Seats - Indoor,15,144.9581579,-37.80444392
2008,803,Southbank,Seats - Indoor,686,144.9586602,-37.82312164
2019,58,Melbourne (CBD),Seats - Indoor,50,144.9715059,-37.81083595
2016,48,Melbourne (CBD),Seats - Outdoor,52,144.9720551,-37.81193715
2024,804,Southbank,Seats - Indoor,100,144.9523782,-37.82539976
2023,53,Melbourne (CBD),Seats - Outdoor,12,144.9590443,-37.81456798
2015,240,Carlton,Seats - Indoor,9,144.9589985,-37.80052523
2014,434,West Melbourne (Residential),Seats - Indoor,45,144.954241,-37.80592219
2011,270,Parkville,Seats - Indoor,25,144.9612468,-37.79739811
2014,773,Docklands,Seats - Indoor,35,144.9439451,-37.82459352
2018,787,Port Melbourne,Seats - Indoor,70,144.9171939,-37.82984854
2021,34,Melbourne (CBD),Seats - Outdoor,8,144.9629844,-37.81570426
2011,43,Melbourne (CBD),Seats - Indoor,40,144.9601886,-37.81547268
2010,1101,Docklands,Seats - Outdoor,56,144.9523381,-37.81815197
2021,42,Melbourne (CBD),Seats - Indoor,50,144.9578132,-37.81636534
2007,773,Docklands,Seats - Indoor,70,144.9463654,-37.82488167
2006,23,Melbourne (CBD),Seats - Indoor,20,144.9598861,-37.81797913
2006,646,East Melbourne,Seats - Outdoor,9,144.9779039,-37.80895497
2011,17,Melbourne (CBD),Seats - Indoor,3,144.9703367,-37.81637277
2024,801,Southbank,Seats - Indoor,60,144.9633758,-37.82092509
2009,319,North Melbourne,Seats - Outdoor,13,144.9421193,-37.79717256
2009,1103,Docklands,Seats - Outdoor,60,144.9458827,-37.81566514
2005,218,Carlton,Seats - Outdoor,30,144.9676095,-37.79962483
2002,74,Melbourne (CBD),Seats - Indoor,25,144.9616362,-37.81161256
2005,1109,Docklands,Seats - Indoor,80,144.9436205,-37.81388538
2005,547,Kensington,Seats - Outdoor,24,144.9256136,-37.79224051
2011,35,Melbourne (CBD),Seats - Indoor,34,144.9661258,-37.81528474
2010,14,Melbourne (CBD),Seats - Indoor,70,144.9645503,-37.81793185
2015,1006,West Melbourne (Industrial),Seats - Indoor,22,144.934267,-37.808954
2023,871,Melbourne (Remainder),Seats - Indoor,30,144.9819589,-37.84971031
2013,78,Melbourne (CBD),Seats - Indoor,32,144.9707325,-37.8091842
2021,861,South Yarra,Seats - Outdoor,24,144.9820364,-37.83431435
2013,786,Port Melbourne,Seats - Indoor,16,144.920988,-37.82600955
2004,246,Carlton,Seats - Outdoor,9,144.966495,-37.80156347
2003,16,Melbourne (CBD),Seats - Indoor,75,144.9683845,-37.81635922
2024,1105,Docklands,Seats - Indoor,43,144.9508012,-37.82153057
2022,65,Melbourne (CBD),Seats - Indoor,80,144.9648043,-37.81244693
2019,42,Melbourne (CBD),Seats - Indoor,40,144.956774,-37.81695942
2014,257,Carlton,Seats - Indoor,6,144.9610729,-37.80239254
2024,53,Melbourne (CBD),Seats - Outdoor,16,144.9583865,-37.81527349
2020,257,Carlton,Seats - Outdoor,16,144.9609717,-37.80335267
2007,1103,Docklands,Seats - Outdoor,12,144.9474577,-37.81814378
2013,219,Carlton,Seats - Indoor,80,144.969881,-37.79918387
2012,862,South Yarra,Seats - Outdoor,16,144.9797639,-37.83699215
2006,658,East Melbourne,Seats - Indoor,3116,144.9833189,-37.81990618
2021,1105,Docklands,Seats - Indoor,68,144.9515765,-37.82019801
2019,64,Melbourne (CBD),Seats - Outdoor,30,144.9609698,-37.81338298
2022,247,Carlton,Seats - Indoor,100,144.9672291,-37.80169334
2016,760,Melbourne (Remainder),Seats - Indoor,32,144.9785654,-37.84188227
2007,645,East Melbourne,Seats - Outdoor,28,144.9762651,-37.80899185
2022,28,Melbourne (CBD),Seats - Indoor,100,144.9726281,-37.81430616
2005,13,Melbourne (CBD),Seats - Indoor,43,144.9611434,-37.81848932
2006,243,Carlton,Seats - Outdoor,23,144.9636517,-37.80062153
2016,6,Melbourne (CBD),Seats - Indoor,120,144.969927,-37.81784611
2020,1110,Docklands,Seats - Outdoor,36,144.9367522,-37.81174834
2022,245,Carlton,Seats - Indoor,30,144.9642885,-37.80099105
2016,113,Melbourne (CBD),Seats - Indoor,10,144.957249,-37.80746124
2013,247,Carlton,Seats - Outdoor,25,144.9671892,-37.80191702
2021,413,West Melbourne (Residential),Seats - Indoor,60,144.9444471,-37.80624547
2021,928,Parkville,Seats - Indoor,36,144.9400724,-37.78124103
2013,254,Carlton,Seats - Outdoor,15,144.9661127,-37.80369873
2011,254,Carlton,Seats - Indoor,45,144.9660342,-37.80408996
2014,801,Southbank,Seats - Indoor,50,144.9633758,-37.82092509
2010,646,East Melbourne,Seats - Indoor,124,144.9778946,-37.80895362
2013,265,Carlton,Seats - Outdoor,26,144.9642791,-37.80543863
2011,76,Melbourne (CBD),Seats - Indoor,4,144.9657034,-37.810658
2022,434,West Melbourne (Residential),Seats - Indoor,30,144.9539596,-37.80587196
2008,23,Melbourne (CBD),Seats - Indoor,70,144.9608681,-37.81746814
2013,804,Southbank,Seats - Outdoor,100,144.9523782,-37.82539972
2021,1109,Docklands,Seats - Indoor,110,144.9381768,-37.81533509
2024,1108,Docklands,Seats - Outdoor,19,144.943969,-37.81927362
2010,216,Carlton,Seats - Outdoor,16,144.969295,-37.79757961
2018,17,Melbourne (CBD),Seats - Indoor,34,144.970543,-37.81627651
2006,217,Carlton,Seats - Indoor,8,144.9676532,-37.79828168
2024,268,Carlton,Seats - Indoor,100,144.9685944,-37.80578725
2024,919,Parkville,Seats - Indoor,25,144.9565784,-37.80009421
2024,1110,Docklands,Seats - Indoor,50,144.9411967,-37.81308482
2004,444,West Melbourne (Residential),Seats - Indoor,28,144.9501096,-37.8117277
2010,25,Melbourne (CBD),Seats - Outdoor,3,144.9655966,-37.8166033
2014,226,Carlton,Seats - Outdoor,4,144.9711594,-37.79532263
2017,739,Southbank,Seats - Outdoor,80,144.9677949,-37.82420378
2024,1005,West Melbourne (Industrial),Seats - Outdoor,8,144.9108265,-37.80395168
2018,753,Southbank,Seats - Indoor,85,144.9671147,-37.82038777
2020,850,Melbourne (Remainder),Seats - Outdoor,16,144.972123,-37.8206628
2013,84,Melbourne (CBD),Seats - Indoor,50,144.9596748,-37.81181165
2011,659,Melbourne (Remainder),Seats - Outdoor,50,144.9803769,-37.82181601
2019,784,Port Melbourne,Seats - Outdoor,8,144.9187862,-37.82221049
2024,808,Southbank,Seats - Outdoor,30,144.9612915,-37.82386991
2023,784,Port Melbourne,Seats - Indoor,44,144.9187862,-37.82221049
2023,1110,Docklands,Seats - Indoor,56,144.936752,-37.81174852
2012,24,Melbourne (CBD),Seats - Indoor,52,144.9624418,-37.81728433
2015,252,Carlton,Seats - Outdoor,12,144.9666993,-37.80443778
2015,790,Port Melbourne,Seats - Outdoor,12,144.9095599,-37.82673488
2020,1110,Docklands,Seats - Outdoor,12,144.9376265,-37.81190688
2020,724,Melbourne (Remainder),Seats - Outdoor,43,144.9803782,-37.84685298
2022,413,West Melbourne (Residential),Seats - Outdoor,36,144.9444471,-37.80624547
2008,748,Southbank,Seats - Indoor,100,144.9707078,-37.82912552
2012,270,Parkville,Seats - Indoor,4,144.9612468,-37.79739811
2004,114,Melbourne (CBD),Seats - Indoor,17,144.960017,-37.8080668
2008,724,Melbourne (Remainder),Seats - Indoor,200,144.9809489,-37.84736376
2004,85,Melbourne (CBD),Seats - Indoor,24,144.964057,-37.81076453
2006,48,Melbourne (CBD),Seats - Indoor,40,144.9719404,-37.81248659
2017,46,Melbourne (CBD),Seats - Outdoor,4,144.9665978,-37.81376503
2018,790,Port Melbourne,Seats - Outdoor,22,144.9063359,-37.82797655
2019,91,West Melbourne (Residential),Seats - Indoor,18,144.9532514,-37.81166257
2006,345,North Melbourne,Seats - Outdoor,30,144.949093,-37.80345715
2010,85,Melbourne (CBD),Seats - Indoor,122,144.9630189,-37.81073332
2018,759,Melbourne (Remainder),Seats - Outdoor,62,144.9775355,-37.83909862
2004,340,North Melbourne,Seats - Indoor,9,144.9429414,-37.80430416
2019,56,Melbourne (CBD),Seats - Indoor,9,144.9672828,-37.81244678
2012,621,East Melbourne,Seats - Outdoor,12,144.9799791,-37.80919458
2010,42,Melbourne (CBD),Seats - Indoor,29,144.956774,-37.81695942
2018,32,Melbourne (CBD),Seats - Indoor,42,144.9572629,-37.81780327
2010,115,Melbourne (CBD),Seats - Outdoor,38,144.9618657,-37.80689662
2016,804,Southbank,Seats - Indoor,31,144.9531127,-37.82549392
2013,802,Southbank,Seats - Indoor,60,144.9622689,-37.82266873
2015,17,Melbourne (CBD),Seats - Outdoor,27,144.9701585,-37.81573536
2021,114,Melbourne (CBD),Seats - Outdoor,6,144.9596331,-37.80750344
2014,1108,Docklands,Seats - Indoor,12,144.9446836,-37.81993681
2019,58,Melbourne (CBD),Seats - Indoor,45,144.9724651,-37.81099169
2010,1108,Docklands,Seats - Indoor,30,144.9457886,-37.82192537
2008,17,Melbourne (CBD),Seats - Outdoor,8,144.9720412,-37.81584246
2024,62,Melbourne (CBD),Seats - Outdoor,28,144.9552166,-37.81459098
2014,1110,Docklands,Seats - Outdoor,48,144.9378299,-37.81315031
2022,225,Carlton,Seats - Indoor,15,144.9710741,-37.79585696
2004,224,Carlton,Seats - Indoor,120,144.970864,-37.79723858
2015,1108,Docklands,Seats - Outdoor,34,144.943969,-37.81927362
2012,205,Carlton,Seats - Indoor,60,144.9646513,-37.79940982
2018,2392,North Melbourne,Seats - Outdoor,12,144.9414027,-37.79501722
2013,787,Port Melbourne,Seats - Outdoor,20,144.9195414,-37.82898217
2021,1101,Docklands,Seats - Indoor,22,144.951187,-37.81501701
2009,435,West Melbourne (Residential),Seats - Indoor,24,144.9554234,-37.80718433
2013,67,Melbourne (CBD),Seats - Indoor,40,144.9695458,-37.81093839
2018,22,Melbourne (CBD),Seats - Indoor,54,144.9591221,-37.81858017
2024,790,Port Melbourne,Seats - Outdoor,8,144.9050213,-37.82653298
2023,225,Carlton,Seats - Indoor,38,144.9710405,-37.7960463
2015,432,West Melbourne (Residential),Seats - Indoor,16,144.9524041,-37.80751845
2012,44,Melbourne (CBD),Seats - Outdoor,12,144.9620207,-37.81551671
2013,33,Melbourne (CBD),Seats - Indoor,70,144.9608476,-37.81614776
2007,24,Melbourne (CBD),Seats - Outdoor,20,144.9624557,-37.81728207
2015,96,Melbourne (CBD),Seats - Outdoor,80,144.9645504,-37.80818365
2017,114,Melbourne (CBD),Seats - Indoor,45,144.9597917,-37.80760291
2022,2524,Kensington,Seats - Indoor,6,144.9300805,-37.79395787
2024,340,North Melbourne,Seats - Outdoor,4,144.9429105,-37.80428921
2003,724,Melbourne (Remainder),Seats - Indoor,50,144.9809584,-37.84736514
2012,56,Melbourne (CBD),Seats - Indoor,20,144.9662952,-37.81272047
2021,217,Carlton,Seats - Outdoor,25,144.9683873,-37.79769784
2008,870,Melbourne (Remainder),Seats - Outdoor,130,144.982664,-37.84633593
2007,346,North Melbourne,Seats - Outdoor,6,144.9494158,-37.80260905
2020,790,Port Melbourne,Seats - Indoor,56,144.9063359,-37.82797655
2019,65,Melbourne (CBD),Seats - Indoor,32,144.9638386,-37.812452
2024,71,Melbourne (CBD),Seats - Indoor,174,144.9538294,-37.81380956
2014,257,Carlton,Seats - Outdoor,16,144.9612607,-37.80241321
2022,246,Carlton,Seats - Indoor,24,144.9664569,-37.80171819
2016,47,Melbourne (CBD),Seats - Indoor,80,144.9689815,-37.81280701
2003,21,Melbourne (CBD),Seats - Outdoor,24,144.9563718,-37.818806
2012,52,Melbourne (CBD),Seats - Indoor,75,144.9556966,-37.8156735
2004,1103,Docklands,Seats - Outdoor,16,144.9475597,-37.81650633
2024,752,Southbank,Seats - Indoor,60,144.9686338,-37.82281706
2023,720,Melbourne (Remainder),Seats - Indoor,8,144.9771931,-37.83854242
2024,6,Melbourne (CBD),Seats - Indoor,75,144.9699175,-37.81784465
2006,207,Carlton,Seats - Indoor,35,144.9671353,-37.79777584
2015,1109,Docklands,Seats - Outdoor,15,144.9436836,-37.81389091
2014,66,Melbourne (CBD),Seats - Indoor,80,144.9655481,-37.81158031
2017,660,Melbourne (Remainder),Seats - Indoor,70,144.9823854,-37.82487806
2021,751,Southbank,Seats - Indoor,30,144.9693198,-37.82456192
2005,1101,Docklands,Seats - Indoor,44,144.952084,-37.81767874
2008,21,Melbourne (CBD),Seats - Indoor,13,144.9563623,-37.81880462
2024,2539,Kensington,Seats - Indoor,30,144.935301,-37.79142188
2014,64,Melbourne (CBD),Seats - Indoor,36,144.9604697,-37.81352286
2018,1105,Docklands,Seats - Indoor,50,144.9500913,-37.82068417
2016,852,Melbourne (Remainder),Seats - Indoor,200,144.9730786,-37.83039594
2023,309,North Melbourne,Seats - Outdoor,140,144.9376303,-37.79551317
2015,243,Carlton,Seats - Outdoor,88,144.9634206,-37.80059737
2015,866,South Yarra,Seats - Indoor,12,144.9800012,-37.83804253
2013,547,Kensington,Seats - Indoor,60,144.9256097,-37.79223674
2023,223,Carlton,Seats - Indoor,80,144.9710582,-37.79776853
2010,58,Melbourne (CBD),Seats - Indoor,170,144.9721471,-37.81117272
2007,38,Melbourne (CBD),Seats - Indoor,20,144.973193,-37.81260172
2024,103,Melbourne (CBD),Seats - Indoor,8,144.9566012,-37.81015871
2023,424,West Melbourne (Residential),Seats - Outdoor,6,144.9519703,-37.80566937
2013,1110,Docklands,Seats - Indoor,64,144.9378298,-37.81315034
2015,710,Melbourne (Remainder),Seats - Indoor,12,144.975942,-37.83587067
2004,742,Southbank,Seats - Outdoor,5,144.9679789,-37.82843453
2022,65,Melbourne (CBD),Seats - Indoor,10,144.9638386,-37.812452
2008,441,West Melbourne (Residential),Seats - Indoor,90,144.9493316,-37.80980252
2022,333,North Melbourne,Seats - Outdoor,20,144.9475392,-37.80257072
2013,35,Melbourne (CBD),Seats - Indoor,79,144.9656577,-37.81541957
2007,620,East Melbourne,Seats - Indoor,40,144.981933,-37.80961157
2010,812,Southbank,Seats - Outdoor,20,144.9651132,-37.8225552
2019,203,Carlton,Seats - Outdoor,6,144.9655339,-37.79670704
2011,91,West Melbourne (Residential),Seats - Indoor,24,144.9535723,-37.81223871
2022,1105,Docklands,Seats - Outdoor,40,144.9508705,-37.81949297
2020,773,Docklands,Seats - Outdoor,36,144.9463561,-37.82488026
2008,114,Melbourne (CBD),Seats - Outdoor,12,144.9597917,-37.80760291
2015,254,Carlton,Seats - Outdoor,30,144.9660342,-37.80408996
2011,64,Melbourne (CBD),Seats - Outdoor,9,144.960162,-37.81320274
2015,31,Melbourne (CBD),Seats - Outdoor,18,144.9545688,-37.81861166
2009,46,Melbourne (CBD),Seats - Indoor,140,144.9676452,-37.81320485
2013,38,Melbourne (CBD),Seats - Indoor,20,144.9730245,-37.81280164
2009,612,East Melbourne,Seats - Outdoor,15,144.9881385,-37.81042804
2022,24,Melbourne (CBD),Seats - Indoor,6,144.9627888,-37.81722704
2008,205,Carlton,Seats - Outdoor,43,144.9646513,-37.79940982
2024,732,Southbank,Seats - Indoor,18,144.9593368,-37.82786327
2014,1105,Docklands,Seats - Outdoor,70,144.9502584,-37.81864992
2022,104,Melbourne (CBD),Seats - Outdoor,6,144.9604244,-37.80897534
2024,432,West Melbourne (Residential),Seats - Outdoor,12,144.9525725,-37.80739774
2010,13,Melbourne (CBD),Seats - Indoor,220,144.9604206,-37.81864585
2021,2392,North Melbourne,Seats - Outdoor,4,144.9414027,-37.79501722
2022,95,Melbourne (CBD),Seats - Indoor,140,144.9613339,-37.8093373
2013,53,Melbourne (CBD),Seats - Indoor,45,144.9595998,-37.81486162
2007,802,Southbank,Seats - Outdoor,35,144.9626525,-37.82222061
2011,345,North Melbourne,Seats - Indoor,30,144.9490476,-37.80390824
2013,82,Melbourne (CBD),Seats - Indoor,90,144.9564474,-37.81270785
2007,1101,Docklands,Seats - Indoor,10,144.952084,-37.81767874
2021,732,Southbank,Seats - Indoor,18,144.9593368,-37.82786328
2016,616,East Melbourne,Seats - Indoor,18,144.9853125,-37.81337597
2022,870,Melbourne (Remainder),Seats - Outdoor,12,144.982664,-37.84633593
2018,1101,Docklands,Seats - Indoor,40,144.951187,-37.81501701
2015,48,Melbourne (CBD),Seats - Indoor,18,144.9709029,-37.812234
2024,435,West Melbourne (Residential),Seats - Indoor,25,144.9556037,-37.80606639
2020,785,Port Melbourne,Seats - Indoor,60,144.9050783,-37.82490139
2023,37,Melbourne (CBD),Seats - Outdoor,8,144.9697676,-37.8136886
2006,53,Melbourne (CBD),Seats - Indoor,22,144.9599781,-37.81428721
2022,784,Port Melbourne,Seats - Outdoor,8,144.9187862,-37.82221049
2007,741,Southbank,Seats - Outdoor,70,144.9669686,-37.82712911
2024,785,Port Melbourne,Seats - Outdoor,8,144.9052382,-37.82481657
2018,33,Melbourne (CBD),Seats - Indoor,50,144.9600859,-37.81638559
2013,252,Carlton,Seats - Outdoor,20,144.9666993,-37.80443778
2003,101,West Melbourne (Residential),Seats - Indoor,200,144.9508712,-37.81114368
2017,724,Melbourne (Remainder),Seats - Indoor,44,144.9800592,-37.84607473
2023,226,Carlton,Seats - Indoor,35,144.9711319,-37.79547684
2008,46,Melbourne (CBD),Seats - Indoor,50,144.9675807,-37.8139078
2021,270,Parkville,Seats - Indoor,18,144.9612585,-37.79738769
2014,14,Melbourne (CBD),Seats - Indoor,53,144.9627445,-37.81786011
2007,67,Melbourne (CBD),Seats - Indoor,150,144.9676538,-37.81098407
2015,52,Melbourne (CBD),Seats - Indoor,18,144.9573923,-37.81531863
2015,361,North Melbourne,Seats - Indoor,45,144.9573902,-37.80580455
2014,1105,Docklands,Seats - Indoor,28,144.9502584,-37.81864992
2015,1108,Docklands,Seats - Outdoor,18,144.9458305,-37.821044
2014,217,Carlton,Seats - Indoor,56,144.9683841,-37.79752965
2017,786,Port Melbourne,Seats - Indoor,30,144.920988,-37.82600955
2010,760,Melbourne (Remainder),Seats - Outdoor,60,144.9790762,-37.84331737
2004,6,Melbourne (CBD),Seats - Indoor,60,144.969927,-37.81784611
2005,644,East Melbourne,Seats - Outdoor,20,144.9748965,-37.80862727
2021,752,Southbank,Seats - Indoor,30,144.9682263,-37.82094194
2019,34,Melbourne (CBD),Seats - Outdoor,16,144.9628116,-37.81581721
2020,24,Melbourne (CBD),Seats - Indoor,42,144.9627888,-37.81722704
2021,74,Melbourne (CBD),Seats - Outdoor,10,144.9605306,-37.81240787
2023,114,Melbourne (CBD),Seats - Outdoor,23,144.9599695,-37.807983
2019,621,East Melbourne,Seats - Indoor,46,144.9787048,-37.80963919
2008,437,West Melbourne (Residential),Seats - Indoor,150,144.9542537,-37.80781408
2023,748,Southbank,Seats - Outdoor,10,144.9707072,-37.82912559
2004,252,Carlton,Seats - Indoor,64,144.9667895,-37.80305996
2011,66,Melbourne (CBD),Seats - Indoor,120,144.96713,-37.81185531
2005,56,Melbourne (CBD),Seats - Indoor,120,144.965846,-37.81296577
2022,78,Melbourne (CBD),Seats - Outdoor,12,144.9707325,-37.8091842
2002,17,Melbourne (CBD),Seats - Indoor,2,144.9707447,-37.81595895
2011,1,Melbourne (CBD),Seats - Outdoor,36,144.9565934,-37.82161127
2018,105,Melbourne (CBD),Seats - Indoor,40,144.9626932,-37.80826292
2012,1109,Docklands,Seats - Indoor,85,144.9414051,-37.81534111
2020,435,West Melbourne (Residential),Seats - Indoor,35,144.955498,-37.80666721
2006,65,Melbourne (CBD),Seats - Indoor,106,144.9645841,-37.81195545
2021,114,Melbourne (CBD),Seats - Indoor,136,144.9595526,-37.80735265
2011,47,Melbourne (CBD),Seats - Indoor,24,144.9701092,-37.81281454
2020,14,Melbourne (CBD),Seats - Outdoor,16,144.9624375,-37.81798973
2013,45,Melbourne (CBD),Seats - Indoor,67,144.964049,-37.81458812
2005,270,Parkville,Seats - Outdoor,30,144.9612563,-37.79739955
2020,104,Melbourne (CBD),Seats - Indoor,15,144.9595755,-37.80904835
2007,204,Carlton,Seats - Indoor,70,144.9657636,-37.79725678
2006,227,Carlton,Seats - Indoor,108,144.9712389,-37.79476804
2010,2,Melbourne (CBD),Seats - Outdoor,34,144.9589895,-37.82047281
2010,216,Carlton,Seats - Indoor,12,144.9696644,-37.79770929
2020,64,Melbourne (CBD),Seats - Indoor,18,144.9610735,-37.81359799
2005,72,Melbourne (CBD),Seats - Indoor,33,144.9560264,-37.81347798
2024,64,Melbourne (CBD),Seats - Indoor,50,144.9606809,-37.81303978
2014,219,Carlton,Seats - Indoor,80,144.969881,-37.79918387
2008,76,Melbourne (CBD),Seats - Outdoor,34,144.9657034,-37.810658
2021,15,Melbourne (CBD),Seats - Indoor,50,144.9659973,-37.81752037
2017,1103,Docklands,Seats - Outdoor,12,144.947217,-37.81817241
2009,57,Melbourne (CBD),Seats - Outdoor,36,144.9702485,-37.81191058
2014,31,Melbourne (CBD),Seats - Indoor,16,144.955444,-37.81787118
2018,1108,Docklands,Seats - Indoor,374,144.9451224,-37.81888389
2008,44,Melbourne (CBD),Seats - Indoor,30,144.9626388,-37.81528248
2011,15,Melbourne (CBD),Seats - Indoor,60,144.9659028,-37.81706291
2008,66,Melbourne (CBD),Seats - Indoor,16,144.9663726,-37.81181046
2021,427,West Melbourne (Residential),Seats - Indoor,40,144.947787,-37.80811131
2008,252,Carlton,Seats - Outdoor,12,144.9666993,-37.80443778
2012,1,Melbourne (CBD),Seats - Indoor,10,144.9565934,-37.82161127
2021,2530,Kensington,Seats - Outdoor,81,144.9323559,-37.78860982
2022,232,Carlton,Seats - Outdoor,22,144.9748066,-37.7963885
2017,812,Southbank,Seats - Outdoor,11,144.9658443,-37.82222503
2002,101,West Melbourne (Residential),Seats - Indoor,45,144.9509553,-37.81132737
2016,784,Port Melbourne,Seats - Outdoor,8,144.9187957,-37.82221191
2022,66,Melbourne (CBD),Seats - Indoor,40,144.9651474,-37.81181063
2005,28,Melbourne (CBD),Seats - Outdoor,20,144.9726374,-37.81430748
